"城市","性别","出生年份","受教育水平","全年总收入","全年职业.劳动收入","政治面貌","住房面积","房屋产权","拥有房产数","身高","体重","户口","每周工作时间","家庭全年总收入","家庭房产数","婚姻状况","第一次结婚年份","父亲受教育程度","母亲受教育程度","结婚年龄","是否入党"
"北京市","男",1979,"小学","20000","20000","群众",8,"否",0,165,140,"农业户口",120,"20000",0,"初婚有配偶",2003,"小学","小学",24,0
"北京市","男",1962,"大学专科（成人高等教育）","拒绝回答","拒绝回答","共产党员",147,"否",0,174,150,"非农业户口",40,"拒绝回答",3,"初婚有配偶",1988,"没有受过任何教育","没有受过任何教育",26,0
"北京市","女",1949,"大学专科（正规高等教育）","50400","50400","群众",45,"是",2,151,136,"居民户口（以前是非农业户口）",0,"102000",2,"初婚有配偶",1975,"其他","大学本科（正规高等教育）",26,0
"北京市","女",1955,"技校","36000","0","群众",74,"否",0,155,110,"居民户口（以前是非农业户口）",0,"84000",1,"初婚有配偶",1979,"小学","没有受过任何教育",24,0
"北京市","女",1962,"普通高中","50000","50000","群众",69,"否",0,155,152,"居民户口（以前是非农业户口）",20,"50000",1,"初婚有配偶",1985,"私塾、扫盲班","私塾、扫盲班",23,0
"北京市","女",1951,"初中","36000","0","群众",70,"是",1,166,138,"居民户口（以前是非农业户口）",0,"84000",1,"同居",1978,"私塾、扫盲班","私塾、扫盲班",27,0
"北京市","女",1952,"初中","29000","0","群众",110,"是",1,156,130,"居民户口（以前是农业户口）",0,"57000",1,"初婚有配偶",1977,"初中","没有受过任何教育",25,0
"北京市","女",1983,"初中","50000","50000","群众",91,"否",0,165,108,"非农业户口",35,"300000",1,"初婚有配偶",2004,"普通高中","初中",21,0
"北京市","男",1984,"普通高中","0","0","群众",15,"否",0,176,160,"农业户口",0,"0",0,"离婚",2006,"小学","小学",22,0
"北京市","女",1945,"初中","36000","0","群众",66,"否",0,160,140,"居民户口（以前是非农业户口）",0,"24000",0,"再婚有配偶",1964,"不知道","私塾、扫盲班",19,0
"北京市","男",1979,"大学本科（成人高等教育）","100000","100000","群众",30,"是",1,178,160,"居民户口（以前是非农业户口）",40,"200000",1,"初婚有配偶",2008,"初中","中专",29,0
"北京市","男",1987,"大学本科（正规高等教育）","200000","200000","群众",40,"是",1,165,100,"非农业户口",40,"400000",1,"初婚有配偶",2014,"普通高中","普通高中",27,0
"北京市","男",1988,"大学专科（成人高等教育）","100000","100000","群众",68,"是",1,170,168,"农业户口",40,"170000",1,"初婚有配偶",2015,"普通高中","普通高中",27,0
"北京市","男",1966,"初中","36000","36000","群众",60,"是",1,165,140,"农业户口",84,"50000",1,"初婚有配偶",1990,"没有受过任何教育","没有受过任何教育",24,0
"北京市","男",1976,"职业高中","50000","50000","群众",55,"是",1,178,170,"居民户口（以前是非农业户口）",40,"50000",1,"初婚有配偶",2004,"大学本科（正规高等教育）","不知道",28,0
"北京市","男",1963,"普通高中","57000","57000","群众",96,"否",0,184,156,"非农业户口",40,"不知道",1,"初婚有配偶",1987,"私塾、扫盲班","私塾、扫盲班",24,0
"北京市","女",1954,"初中","42000","0","群众",60,"否",0,150,126,"居民户口（以前是非农业户口）",0,"100000",0,"初婚有配偶",1981,"没有受过任何教育","没有受过任何教育",27,0
"北京市","男",1959,"普通高中","60000","60000","群众",60,"否",0,160,140,"居民户口（以前是非农业户口）",40,"120000",1,"初婚有配偶",1986,"私塾、扫盲班","私塾、扫盲班",27,0
"北京市","女",1987,"大学本科（正规高等教育）","拒绝回答","拒绝回答","群众",60,"是",1,160,130,"农业户口",45,"拒绝回答",1,"初婚有配偶",2015,"初中","没有受过任何教育",28,0
"北京市","男",1967,"大学专科（正规高等教育）","200000","200000","群众",87,"是",2,175,135,"非农业户口",30,"350000",3,"初婚有配偶",2013,"私塾、扫盲班","没有受过任何教育",46,0
"北京市","男",1945,"小学","994800","0","群众",80,"否",0,165,130,"农业户口",0,"10800",0,"初婚有配偶",1972,"没有受过任何教育","没有受过任何教育",27,0
"北京市","女",1987,"大学专科（正规高等教育）","30000","30000","群众",100,"否",0,170,108,"居民户口（以前是非农业户口）",40,"30000",1,"初婚有配偶",2011,"普通高中","普通高中",24,0
"北京市","女",1988,"大学本科（正规高等教育）","80000","80000","群众",60,"是",1,158,120,"非农业户口",45,"200000",1,"初婚有配偶",2013,"中专","小学",25,0
"北京市","女",1986,"中专","36000","36000","群众",20,"否",0,150,85,"农业户口",56,"60000",1,"初婚有配偶",2008,"初中","小学",22,0
"北京市","女",1988,"大学专科（正规高等教育）","40000","40000","共青团员",60,"否",0,167,999,"非农业户口",40,"400000",1,"初婚有配偶",2011,"普通高中","普通高中",23,0
"北京市","女",1975,"中专","0","35000","群众",70,"否",0,164,120,"农业户口",40,"50000",0,"初婚有配偶",1997,"初中","初中",22,0
"北京市","女",1955,"初中","18000","0","群众",120,"是",1,156,120,"居民户口（以前是农业户口）",0,"48000",1,"初婚有配偶",1980,"没有受过任何教育","没有受过任何教育",25,0
"北京市","女",1948,"初中","30000","0","群众",48,"否",0,174,150,"居民户口（以前是非农业户口）",0,"60000",1,"初婚有配偶",1977,"小学","小学",29,0
"北京市","女",1972,"研究生及以上","100000","100000","共产党员",56,"否",0,158,150,"其他",40,"200000",2,"初婚有配偶",1995,"大学本科（正规高等教育）","职业高中",23,0
"北京市","男",1985,"大学本科（正规高等教育）","90000","90000","共产党员",94,"是",1,178,140,"居民户口（以前是非农业户口）",64,"160000",1,"初婚有配偶",2013,"初中","普通高中",28,0
"北京市","女",1982,"大学本科（正规高等教育）","70000","70000","群众",60,"否",0,165,98,"非农业户口",0,"70000",0,"离婚",2006,"小学","小学",24,0
"北京市","女",1978,"大学本科（正规高等教育）","100000","70000","群众",130,"是",1,163,112,"居民户口（以前是农业户口）",50,"不知道",3,"初婚有配偶",2004,"小学","小学",26,0
"北京市","男",1988,"中专","100000","100000","群众",75,"否",0,170,160,"非农业户口",42,"200000",0,"初婚有配偶",2015,"小学","初中",27,0
"北京市","女",1985,"大学本科（正规高等教育）","150000","150000","群众",118,"是",1,168,100,"非农业户口",60,"400000",1,"初婚有配偶",2009,"大学专科（正规高等教育）","普通高中",24,0
"北京市","男",1968,"研究生及以上","80000","80000","群众",96,"否",0,176,198,"农业户口",40,"260000",1,"初婚有配偶",1991,"初中","初中",23,0
"北京市","女",1937,"大学本科（正规高等教育）","80000","0","共产党员",62,"否",0,160,80,"居民户口（以前是非农业户口）",0,"8140000",1,"初婚有配偶",1961,"普通高中","不知道",24,0
"北京市","女",1983,"普通高中","20000","20000","群众",20,"否",0,167,96,"居民户口（以前是非农业户口）",56,"20000",1,"初婚有配偶",2010,"普通高中","普通高中",27,0
"北京市","女",1972,"小学","30000","30000","群众",8,"是",1,167,126,"农业户口",56,"100000",1,"初婚有配偶",1994,"小学","没有受过任何教育",22,0
"北京市","男",1970,"普通高中","10000","10000","群众",30,"是",1,168,115,"居民户口（以前是农业户口）",60,"50000",1,"初婚有配偶",1994,"没有受过任何教育","没有受过任何教育",24,0
"北京市","女",1981,"大学专科（正规高等教育）","70000","70000","群众",18,"否",0,162,160,"农业户口",60,"150000",1,"初婚有配偶",2001,"小学","小学",20,0
"北京市","男",1954,"普通高中","48000","48000","群众",56,"否",0,170,149,"居民户口（以前是非农业户口）",0,"96000",0,"初婚有配偶",1981,"没有受过任何教育","没有受过任何教育",27,0
"北京市","女",1981,"研究生及以上","40000","40000","共产党员",51,"是",1,163,110,"非农业户口",0,"100000",1,"初婚有配偶",2011,"初中","普通高中",30,0
"北京市","男",1963,"普通高中","0","0","群众",52,"否",0,177,154,"居民户口（以前是非农业户口）",0,"40000",1,"初婚有配偶",1992,"不知道","不知道",29,0
"北京市","男",1983,"初中","50000","50000","群众",50,"否",0,174,160,"居民户口（以前是非农业户口）",40,"不知道",1,"离婚",2012,"普通高中","大学本科（正规高等教育）",29,0
"北京市","女",1977,"大学专科（成人高等教育）","50000","50000","群众",54,"是",2,165,94,"非农业户口",40,"150000",2,"初婚有配偶",2005,"普通高中","小学",28,0
"北京市","女",1970,"没有受过任何教育","0","0","群众",50,"否",0,150,101,"非农业户口",0,"70000",0,"初婚有配偶",1984,"小学","小学",14,0
"北京市","女",1956,"没有受过任何教育","48000","0","群众",62,"否",0,162,120,"居民户口（以前是农业户口）",0,"50000",0,"初婚有配偶",1981,"私塾、扫盲班","没有受过任何教育",25,0
"北京市","男",1943,"大学本科（正规高等教育）","80000","0","共产党员",190,"否",0,174,171,"居民户口（以前是非农业户口）",0,"120000",0,"初婚有配偶",1974,"私塾、扫盲班","其他",31,0
"北京市","男",1940,"小学","5000","5000","群众",95,"是",1,160,116,"农业户口",0,"5000",1,"丧偶",1962,"没有受过任何教育","没有受过任何教育",22,0
"北京市","女",1971,"大学专科（正规高等教育）","50000","50000","群众",62,"是",2,158,130,"居民户口（以前是农业户口）",56,"150000",2,"初婚有配偶",1995,"初中","初中",24,0
"北京市","男",1988,"大学专科（正规高等教育）","0","0","共青团员",40,"否",0,174,154,"农业户口",0,"90000",1,"初婚有配偶",2011,"普通高中","小学",23,0
"北京市","女",1978,"初中","36000","36000","群众",13,"是",1,156,103,"农业户口",70,"50000",1,"初婚有配偶",1999,"小学","没有受过任何教育",21,0
"北京市","男",1977,"普通高中","90000","90000","群众",60,"否",0,165,120,"农业户口",40,"130000",0,"初婚有配偶",1999,"小学","小学",22,0
"北京市","女",1979,"大学本科（成人高等教育）","100000","100000","群众",81,"否",0,158,100,"居民户口（以前是农业户口）",40,"200000",0,"初婚有配偶",2008,"中专","小学",29,0
"北京市","女",1963,"普通高中","30000","30000","群众",23,"否",0,162,140,"居民户口（以前是非农业户口）",0,"70000",1,"初婚有配偶",1989,"小学","小学",26,0
"北京市","男",1964,"普通高中","30000","30000","群众",14,"是",1,170,172,"农业户口",70,"40000",1,"初婚有配偶",1989,"没有受过任何教育","没有受过任何教育",25,0
"北京市","女",1980,"大学专科（成人高等教育）","拒绝回答","拒绝回答","群众",47,"否",0,170,150,"居民户口（以前是非农业户口）",40,"拒绝回答",99,"初婚有配偶",2006,"初中","初中",26,0
"北京市","男",1957,"普通高中","30000","0","群众",150,"是",1,165,130,"居民户口（以前是农业户口）",0,"160000",2,"初婚有配偶",1982,"没有受过任何教育","没有受过任何教育",25,0
"北京市","男",1988,"大学专科（正规高等教育）","100000","100000","群众",100,"是",1,175,180,"居民户口（以前是非农业户口）",33,"200000",1,"初婚有配偶",2013,"普通高中","普通高中",25,0
"北京市","女",1963,"大学专科（成人高等教育）","52800","0","群众",75,"否",0,163,165,"居民户口（以前是非农业户口）",0,"100000",2,"初婚有配偶",1987,"小学","私塾、扫盲班",24,0
"北京市","女",1983,"初中","0","0","群众",90,"是",1,160,65,"农业户口",0,"100000",2,"初婚有配偶",2009,"小学","初中",26,0
"北京市","女",1995,"普通高中","0","0","群众",30,"否",0,170,94,"农业户口",0,"30000",0,"初婚有配偶",2015,"没有受过任何教育","没有受过任何教育",20,0
"北京市","男",1945,"初中","36000","36000","群众",73,"否",0,167,142,"居民户口（以前是非农业户口）",0,"60000",1,"初婚有配偶",1975,"没有受过任何教育","没有受过任何教育",30,0
"北京市","男",1979,"普通高中","45000","45000","共产党员",91,"是",1,167,110,"农业户口",70,"145000",1,"初婚有配偶",2002,"小学","小学",23,0
"北京市","女",1964,"普通高中","20000","不知道","群众",60,"否",0,173,130,"居民户口（以前是非农业户口）",0,"40000",0,"初婚有配偶",1987,"没有受过任何教育","没有受过任何教育",23,0
"北京市","女",1982,"初中","5000","5000","群众",30,"否",0,160,120,"农业户口",0,"50000",0,"初婚有配偶",2003,"初中","初中",21,0
"北京市","女",1952,"初中","30000","0","共产党员",69,"否",0,153,90,"居民户口（以前是非农业户口）",0,"70000",1,"初婚有配偶",1977,"小学","私塾、扫盲班",25,0
"北京市","女",1941,"小学","36000","0","共产党员",117,"否",0,160,91,"非农业户口",0,"90000",0,"初婚有配偶",1962,"不知道","没有受过任何教育",21,0
"北京市","女",1989,"大学本科（成人高等教育）","0","0","群众",65,"否",0,165,100,"农业户口",70,"80000",1,"初婚有配偶",2015,"初中","普通高中",26,0
"北京市","男",1960,"小学","60000","60000","群众",11,"是",2,175,150,"农业户口",60,"100000",2,"初婚有配偶",1990,"不知道","没有受过任何教育",30,0
"北京市","男",1972,"初中","40000","40000","群众",68,"是",2,165,152,"居民户口（以前是农业户口）",48,"150000",4,"初婚有配偶",1995,"大学专科（成人高等教育）","小学",23,0
"北京市","男",1977,"研究生及以上","300000","250000","群众",62,"是",1,183,188,"居民户口（以前是农业户口）",40,"400000",2,"初婚有配偶",2005,"没有受过任何教育","没有受过任何教育",28,0
